objectid,title,date,format,arastirmaci,eser_adi,sayfa_no,padisah_donemi,muellif_adi,muellif_olum_tarihi,mustensih_adi,telif_tarih_hicri,telif_basim,telif_tarih_miladi,istinsah_tarihi,eser_dili,eser_alt_turu,yazin_turu,yazi_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_tarihi,baglantili_eser_dili,cilt_sayisi,yazildigi_yer,istinsah_yeri,kutupane_koleksiyon,alt_koleksiyon_numara,su_anda_kutupane,latitude,longitude,ulke,sehir,takdim_hediye,tarihsel_kapsam,tematik_kapsam,notlar,arastirmaci_notu,,
babinger_0502,Cerîdetü’l-âsâr ve harîdetü’l-ahbâr,,record,Aleyna Karakaya,Cerîdetü’l-âsâr ve harîdetü’l-ahbâr,108,,Ebulfazl Mehmed,1574,,,,,,,,"Mensur, Manzum",,,,,,,,,,Kahire TK,196,,30.06721968,31.22713699,Mısır,Kahire,,Yaratılıştan-Şevval 926 (Eylül 1520),"Eser, yaratılıştan başlayarak Kanûnî Sultan Süleyman’ın tahta çıkışına kadar olan süreci ele almakta olup 12 bâbdan oluşmaktadır.",,,,
babinger_0503,Selimnâme,,record,Aleyna Karakaya,Selimnâme,109,,Muhammed (Adâ’î),,,,,,,Farsça,,Manzum,,,,,,,,,,,,,,,,,,,7517 beyitlik bir Selimname,,,,
babinger_0504,Humâ-i Câmi‘ü’t-Tevârîh,1578,record,Aleyna Karakaya,Humâ-i Câmi‘ü’t-Tevârîh,110,,Mehmed Za’îm,1578,,985,,1578,,,,,,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. 194,,52.507756,13.37086122,Almanya,Berlin,Sokullu Mehmed Paşa,"Eser beş kısma ayrılmıştır. Her kısım gürûhlara, gürûhlar ise makalelere taksim edilmiştir. Her makalede bir hükümdarın devri ele alınır. Osmanlı tarihi, beşinci kısmın dördüncü gürûhunda başlamakta olup Mustafa Paşa’nın İran üzerine yürüyüşüyle sona ermektedir.",Kendi şahit olduğu olaylara yer vermesi bakımından değerlidir.,,,,
babinger_0505,Humâ-i Câmi‘ü’t-Tevârîh,1578,record,Aleyna Karakaya,Humâ-i Câmi‘ü’t-Tevârîh,110,,Mehmed Za’îm,1578,,985,,1578,,,,,,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 852,,48.20638245,16.36692749,Avusturya,Viyana,Sokullu Mehmed Paşa,"Eser beş kısma ayrılmıştır. Her kısım gürûhlara, gürûhlar ise makalelere taksim edilmiştir. Her makalede bir hükümdarın devri ele alınır. Osmanlı tarihi, beşinci kısmın dördüncü gürûhunda başlamakta olup Mustafa Paşa’nın İran üzerine yürüyüşüyle sona ermektedir.",Kendi şahit olduğu olaylara yer vermesi bakımından değerlidir.,,,,
babinger_0506,Humâ-i Câmi‘ü’t-Tevârîh,1578,record,Aleyna Karakaya,Humâ-i Câmi‘ü’t-Tevârîh,110,,Mehmed Za’îm,1578,,985,,1578,,,,,,,,,,,,,,Londra,or. 3295,,51.51953386,-0.1269388205,İngiltere,Londra,Sokullu Mehmed Paşa,"Eser beş kısma ayrılmıştır. Her kısım gürûhlara, gürûhlar ise makalelere taksim edilmiştir. Her makalede bir hükümdarın devri ele alınır. Osmanlı tarihi, beşinci kısmın dördüncü gürûhunda başlamakta olup Mustafa Paşa’nın İran üzerine yürüyüşüyle sona ermektedir.",Kendi şahit olduğu olaylara yer vermesi bakımından değerlidir.,,,,
babinger_0507,Humâ-i Câmi‘ü’t-Tevârîh,1578,record,Aleyna Karakaya,Humâ-i Câmi‘ü’t-Tevârîh,110,,Mehmed Za’îm,1578,,985,,1578,,,,,,,,,,,,,,Petersburg Asya Müzesi,,,59.94421678,30.32190096,Rusya,St. Petersburg,Sokullu Mehmed Paşa,"Eser beş kısma ayrılmıştır. Her kısım gürûhlara, gürûhlar ise makalelere taksim edilmiştir. Her makalede bir hükümdarın devri ele alınır. Osmanlı tarihi, beşinci kısmın dördüncü gürûhunda başlamakta olup Mustafa Paşa’nın İran üzerine yürüyüşüyle sona ermektedir.",Kendi şahit olduğu olaylara yer vermesi bakımından değerlidir.,,,,
babinger_0508,Humâ-i Câmi‘ü’t-Tevârîh,1578,record,Aleyna Karakaya,Humâ-i Câmi‘ü’t-Tevârîh,110,,Mehmed Za’îm,1578,,985,,1578,,,,,,,,,,,,,,Nuruosmaniye Kütüphanesi,Nu. 3270,Nuruosmaniye,41.01025877,28.97066319,Türkiye,İstanbul,Sokullu Mehmed Paşa,"Eser beş kısma ayrılmıştır. Her kısım gürûhlara, gürûhlar ise makalelere taksim edilmiştir. Her makalede bir hükümdarın devri ele alınır. Osmanlı tarihi, beşinci kısmın dördüncü gürûhunda başlamakta olup Mustafa Paşa’nın İran üzerine yürüyüşüyle sona ermektedir.",Kendi şahit olduğu olaylara yer vermesi bakımından değerlidir.,,,,
babinger_0509,Humâ-i Câmi‘ü’t-Tevârîh,1578,record,Aleyna Karakaya,Humâ-i Câmi‘ü’t-Tevârîh,110,,Mehmed Za’îm,1578,,985,,1578,,,,,,,,,,,,,,Mehmediyye,Nu. 4306,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,Sokullu Mehmed Paşa,"Eser beş kısma ayrılmıştır. Her kısım gürûhlara, gürûhlar ise makalelere taksim edilmiştir. Her makalede bir hükümdarın devri ele alınır. Osmanlı tarihi, beşinci kısmın dördüncü gürûhunda başlamakta olup Mustafa Paşa’nın İran üzerine yürüyüşüyle sona ermektedir.",Kendi şahit olduğu olaylara yer vermesi bakımından değerlidir.,,,,
babinger_0510,Humâ-i Câmi‘ü’t-Tevârîh,1578,record,Aleyna Karakaya,Humâ-i Câmi‘ü’t-Tevârîh,110,,Mehmed Za’îm,1578,,985,,1578,,,,,,,,,,,,,,Kahire TK,193,,30.06721968,31.22713699,Mısır,Kahire,Sokullu Mehmed Paşa,"Eser beş kısma ayrılmıştır. Her kısım gürûhlara, gürûhlar ise makalelere taksim edilmiştir. Her makalede bir hükümdarın devri ele alınır. Osmanlı tarihi, beşinci kısmın dördüncü gürûhunda başlamakta olup Mustafa Paşa’nın İran üzerine yürüyüşüyle sona ermektedir.",Kendi şahit olduğu olaylara yer vermesi bakımından değerlidir.,,,,
babinger_0511,Târîh-i Mısr-ı Cedîd,1546,record,Bedia Tokatlıoğlu,Târîh-i Mısr-ı Cedîd,111-112,I. Süleyman,Sâlih b. Celâl,1565,,953,,1546,,,Tarih,,,,,,,,,,,Münih Devlet Kütüphanesi,Nu 70,,48.14761466,11.58030024,Almanya,Münih,,Hz.Adem'den 1546'ya kadar Mısır tarihi.,"Eser, Hz. Âdem’den 953/1546–47 yılına kadar Mısır’ın tarihî durumunu tasvir eder. Eski hükümdarlar ve peygamberler ile şehirler ve yapılar ele alınır. Mısır’ın Araplar tarafından fethinden Memlûkler devrine kadar halife sülâleleri takip edilir. Ardından yeni şehirler, kanallar ve çeşitli yapılar ile nihayet Osmanlı hâkimiyeti altındaki durumu anlatılır.",,"Bunun yanında eserin genel dizgesi içerisinde çok da anlamlı gözükmeyen “Zikrü Tarihi’d-Dünyâ”, “Zikr-i Ahvâl-i Dıklıtyanus” ve “Zikrü Emîrü’l-Cüyûş Ebu’n-Necm el-Bedrü’l-Cemâlî” başlıkları altında da spesifik bazı konular işlenmiştir",,
babinger_0512,Târîh-i Mısr-ı Cedîd,1546,record,Bedia Tokatlıoğlu,Târîh-i Mısr-ı Cedîd,111-112,I. Süleyman,Sâlih b. Celâl,1565,,953,,1546,,,Tarih,,,,,,,,,,,Viyana Kütüphanesi,Nu 934,,48.20638245,16.36692749,Avusturya,Viyana,,Hz.Adem'den 1546'ya kadar Mısır tarihi.,"Eser, Hz. Âdem’den 953/1546–47 yılına kadar Mısır’ın tarihî durumunu tasvir eder. Eski hükümdarlar ve peygamberler ile şehirler ve yapılar ele alınır. Mısır’ın Araplar tarafından fethinden Memlûkler devrine kadar halife sülâleleri takip edilir. Ardından yeni şehirler, kanallar ve çeşitli yapılar ile nihayet Osmanlı hâkimiyeti altındaki durumu anlatılır.",,"Bunun yanında eserin genel dizgesi içerisinde çok da anlamlı gözükmeyen “Zikrü Tarihi’d-Dünyâ”, “Zikr-i Ahvâl-i Dıklıtyanus” ve “Zikrü Emîrü’l-Cüyûş Ebu’n-Necm el-Bedrü’l-Cemâlî” başlıkları altında da spesifik bazı konular işlenmiştir",,
babinger_0513,Târîh-i Mısr-ı Cedîd,1546,record,Bedia Tokatlıoğlu,Târîh-i Mısr-ı Cedîd,111-112,I. Süleyman,Sâlih b. Celâl,1565,,953,,1546,,,Tarih,,,,,,,,,,,Londra,Add. 7849,,51.51953386,-0.1269388205,İngiltere,Londra,,Hz.Adem'den 1546'ya kadar Mısır tarihi.,"Eser, Hz. Âdem’den 953/1546–47 yılına kadar Mısır’ın tarihî durumunu tasvir eder. Eski hükümdarlar ve peygamberler ile şehirler ve yapılar ele alınır. Mısır’ın Araplar tarafından fethinden Memlûkler devrine kadar halife sülâleleri takip edilir. Ardından yeni şehirler, kanallar ve çeşitli yapılar ile nihayet Osmanlı hâkimiyeti altındaki durumu anlatılır.",,"Bunun yanında eserin genel dizgesi içerisinde çok da anlamlı gözükmeyen “Zikrü Tarihi’d-Dünyâ”, “Zikr-i Ahvâl-i Dıklıtyanus” ve “Zikrü Emîrü’l-Cüyûş Ebu’n-Necm el-Bedrü’l-Cemâlî” başlıkları altında da spesifik bazı konular işlenmiştir",,
babinger_0514,Târîh-i Mısr-ı Cedîd,1546,record,Bedia Tokatlıoğlu,Târîh-i Mısr-ı Cedîd,111-112,I. Süleyman,Sâlih b. Celâl,1565,,953,,1546,,,Tarih,,,,,,,,,,,Oxford Bodleian Library,"Libr., Arch. A. Seld., 16",,51.75437187,-1.254042,İngiltere,Oxford,,Hz.Adem'den 1546'ya kadar Mısır tarihi.,"Eser, Hz. Âdem’den 953/1546–47 yılına kadar Mısır’ın tarihî durumunu tasvir eder. Eski hükümdarlar ve peygamberler ile şehirler ve yapılar ele alınır. Mısır’ın Araplar tarafından fethinden Memlûkler devrine kadar halife sülâleleri takip edilir. Ardından yeni şehirler, kanallar ve çeşitli yapılar ile nihayet Osmanlı hâkimiyeti altındaki durumu anlatılır.",,"Bunun yanında eserin genel dizgesi içerisinde çok da anlamlı gözükmeyen “Zikrü Tarihi’d-Dünyâ”, “Zikr-i Ahvâl-i Dıklıtyanus” ve “Zikrü Emîrü’l-Cüyûş Ebu’n-Necm el-Bedrü’l-Cemâlî” başlıkları altında da spesifik bazı konular işlenmiştir",,
babinger_0515,Târîh-i Mısr-ı Cedîd,1546,record,Bedia Tokatlıoğlu,Târîh-i Mısr-ı Cedîd,111-112,I. Süleyman,Sâlih b. Celâl,1565,,953,,1546,,,Tarih,,,,,,,,,,,Paris Milli Kütüphanesi,c.r. 61,,48.83393323,2.375792984,Fransa,Paris,,Hz.Adem'den 1546'ya kadar Mısır tarihi.,"Eser, Hz. Âdem’den 953/1546–47 yılına kadar Mısır’ın tarihî durumunu tasvir eder. Eski hükümdarlar ve peygamberler ile şehirler ve yapılar ele alınır. Mısır’ın Araplar tarafından fethinden Memlûkler devrine kadar halife sülâleleri takip edilir. Ardından yeni şehirler, kanallar ve çeşitli yapılar ile nihayet Osmanlı hâkimiyeti altındaki durumu anlatılır.",,"Bunun yanında eserin genel dizgesi içerisinde çok da anlamlı gözükmeyen “Zikrü Tarihi’d-Dünyâ”, “Zikr-i Ahvâl-i Dıklıtyanus” ve “Zikrü Emîrü’l-Cüyûş Ebu’n-Necm el-Bedrü’l-Cemâlî” başlıkları altında da spesifik bazı konular işlenmiştir",,
babinger_0516,Târîh-i Mısr-ı Cedîd,1546,record,Bedia Tokatlıoğlu,Târîh-i Mısr-ı Cedîd,111-112,I. Süleyman,Sâlih b. Celâl,1565,,953,,1546,,,Tarih,,,,,,,,,,,Kahire TK,193,,30.06721968,31.22713699,Mısır,Kahire,,Hz.Adem'den 1546'ya kadar Mısır tarihi.,"Eser, Hz. Âdem’den 953/1546–47 yılına kadar Mısır’ın tarihî durumunu tasvir eder. Eski hükümdarlar ve peygamberler ile şehirler ve yapılar ele alınır. Mısır’ın Araplar tarafından fethinden Memlûkler devrine kadar halife sülâleleri takip edilir. Ardından yeni şehirler, kanallar ve çeşitli yapılar ile nihayet Osmanlı hâkimiyeti altındaki durumu anlatılır.",,"Bunun yanında eserin genel dizgesi içerisinde çok da anlamlı gözükmeyen “Zikrü Tarihi’d-Dünyâ”, “Zikr-i Ahvâl-i Dıklıtyanus” ve “Zikrü Emîrü’l-Cüyûş Ebu’n-Necm el-Bedrü’l-Cemâlî” başlıkları altında da spesifik bazı konular işlenmiştir",,
babinger_0517,Târîh-i Mısr-ı Cedîd,1546,record,Bedia Tokatlıoğlu,Târîh-i Mısr-ı Cedîd,111-112,I. Süleyman,Sâlih b. Celâl,1565,,953,,1546,,,Tarih,,,,,,,,,,,Topkapı Sarayı,Erivan Köşkü,Topkapı Sarayı,41.011649,28.98341108,Türkiye,İstanbul,,Hz.Adem'den 1546'ya kadar Mısır tarihi.,"Eser, Hz. Âdem’den 953/1546–47 yılına kadar Mısır’ın tarihî durumunu tasvir eder. Eski hükümdarlar ve peygamberler ile şehirler ve yapılar ele alınır. Mısır’ın Araplar tarafından fethinden Memlûkler devrine kadar halife sülâleleri takip edilir. Ardından yeni şehirler, kanallar ve çeşitli yapılar ile nihayet Osmanlı hâkimiyeti altındaki durumu anlatılır.",,"Bunun yanında eserin genel dizgesi içerisinde çok da anlamlı gözükmeyen “Zikrü Tarihi’d-Dünyâ”, “Zikr-i Ahvâl-i Dıklıtyanus” ve “Zikrü Emîrü’l-Cüyûş Ebu’n-Necm el-Bedrü’l-Cemâlî” başlıkları altında da spesifik bazı konular işlenmiştir",,
babinger_0518,Târîh-i Mısr-ı Cedîd,1546,record,Bedia Tokatlıoğlu,Târîh-i Mısr-ı Cedîd,111-112,I. Süleyman,Sâlih b. Celâl,1565,,953,,1546,,,Tarih,,,,,,,,,,,Es’ad Efendi,Nu 2175/7,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,Hz.Adem'den 1546'ya kadar Mısır tarihi.,"Eser, Hz. Âdem’den 953/1546–47 yılına kadar Mısır’ın tarihî durumunu tasvir eder. Eski hükümdarlar ve peygamberler ile şehirler ve yapılar ele alınır. Mısır’ın Araplar tarafından fethinden Memlûkler devrine kadar halife sülâleleri takip edilir. Ardından yeni şehirler, kanallar ve çeşitli yapılar ile nihayet Osmanlı hâkimiyeti altındaki durumu anlatılır.",,"Bunun yanında eserin genel dizgesi içerisinde çok da anlamlı gözükmeyen “Zikrü Tarihi’d-Dünyâ”, “Zikr-i Ahvâl-i Dıklıtyanus” ve “Zikrü Emîrü’l-Cüyûş Ebu’n-Necm el-Bedrü’l-Cemâlî” başlıkları altında da spesifik bazı konular işlenmiştir",,
babinger_0519,Târîh-i Mısr-ı Cedîd,1546,record,Bedia Tokatlıoğlu,Târîh-i Mısr-ı Cedîd,111-112,I. Süleyman,Sâlih b. Celâl,1565,,953,,1546,,,Tarih,,,,,,,,,,,Abdullah Efendi,Nu 248,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,Hz.Adem'den 1546'ya kadar Mısır tarihi.,"Eser, Hz. Âdem’den 953/1546–47 yılına kadar Mısır’ın tarihî durumunu tasvir eder. Eski hükümdarlar ve peygamberler ile şehirler ve yapılar ele alınır. Mısır’ın Araplar tarafından fethinden Memlûkler devrine kadar halife sülâleleri takip edilir. Ardından yeni şehirler, kanallar ve çeşitli yapılar ile nihayet Osmanlı hâkimiyeti altındaki durumu anlatılır.",,"Bunun yanında eserin genel dizgesi içerisinde çok da anlamlı gözükmeyen “Zikrü Tarihi’d-Dünyâ”, “Zikr-i Ahvâl-i Dıklıtyanus” ve “Zikrü Emîrü’l-Cüyûş Ebu’n-Necm el-Bedrü’l-Cemâlî” başlıkları altında da spesifik bazı konular işlenmiştir",,
babinger_0520,Târîh-i Mısr-ı Cedîd,1546,record,Bedia Tokatlıoğlu,Târîh-i Mısr-ı Cedîd,111-112,I. Süleyman,Sâlih b. Celâl,1565,,953,,1546,,,Tarih,,,Muhtasar,,,980 (1572),,,,,Damad İbrahim Paşa,Nu 920,Süleymaniye,41.01615221,28.96396037,Türkiye,İstanbul,,Hz.Adem'den 1546'ya kadar Mısır tarihi.,"Eser, Hz. Âdem’den 953/1546–47 yılına kadar Mısır’ın tarihî durumunu tasvir eder. Eski hükümdarlar ve peygamberler ile şehirler ve yapılar ele alınır. Mısır’ın Araplar tarafından fethinden Memlûkler devrine kadar halife sülâleleri takip edilir. Ardından yeni şehirler, kanallar ve çeşitli yapılar ile nihayet Osmanlı hâkimiyeti altındaki durumu anlatılır.",Rivayete göre muhtasar eseridir.,"Bunun yanında eserin genel dizgesi içerisinde çok da anlamlı gözükmeyen “Zikrü Tarihi’d-Dünyâ”, “Zikr-i Ahvâl-i Dıklıtyanus” ve “Zikrü Emîrü’l-Cüyûş Ebu’n-Necm el-Bedrü’l-Cemâlî” başlıkları altında da spesifik bazı konular işlenmiştir",,
babinger_0521,Kitabü’l-muhtasar fi ahvali’l-beşer,,record,Bedia Tokatlıoğlu,Kitabü’l-muhtasar fi ahvali’l-beşer,112,,Sâlih b. Celâl,1565,,,,,,,,,,Zeyl,Hüsnü’l-muhâdara fî ahbâri Mısr ve’l-Kâhire,Suyûtî,,,,,,,,,,,,,,,,,,,
babinger_0522,Târîh-i Budun,,record,Bedia Tokatlıoğlu,Târîh-i Budun,112,I. Süleyman,Sâlih b. Celâl,1565,,,,,,,Tarih,,,,,,,,,,,Topkapı Sarayı,III. Ahmed kısmında (nu. 3096),Topkapı Sarayı,41.011649,28.98341108,Türkiye,İstanbul,,,Budapeşte Tarihi.,,"Diğer taraftan bu vesile ile üzerinde durulması gereken diğer bir husus'da' şudur: Üzerinde durduğumuz bu üç nüshanın hiç birinde de içinde şu veya bu şekilde eserinadı kaydedilmiş değildir. Bu da, bu nüshaların müstakil bir telife ait olmaktan çok, asıl eserden istinsah edil~ş' olduklarını göstermektedir. Ancak yazmaların muhteviyatına bakllarak sonradan isimleri ilave edilmiştir. Mesela Revan nüshasının boş olan varak 1a'sında bu eserin adı, ""Tarih-i Budin"", ""Kitab-ı Tarih-i Budin"" .""Tarih-i Feth-i Budin""; III. Ahmed nüshası, ""Menakıb-ı Sefer-i Ungurus""; İstanbul Üniversitesi nüshası ise ""Mohaç-name"" olarak kaydedilıniş bulunmaktadır. Bu şekilde aynı eserin değişik isimler altındakaydedilmiş bulunmasının da, bir takım yanlışlıklara sebep olduğu malumdur. Gerek Bursalı Mehmed Tahir'in ve gerekse Ord. Prof. Babinger'in Celalzade Salih'in hem ""Tarih-i Budin"" hem de ""Mohaç-name"" adlı iki ayrı eserinden bahsetmelerinin sebebi, bu olsa gerektir.",,
babinger_0523,Fetihnâme-i Rodos,,record,Bedia Tokatlıoğlu,Fetihnâme-i Rodos,112,I. Süleyman,Sâlih b. Celâl,1565,,,,,,,Gazavatname,,,,,,,,,,,Viyana Milli Kütüphanesi,"Nu. 993. 19r yaprağına kadar (Flügel, Katal., II, 216)",,48.20638245,16.36692749,Avusturya,Viyana,,929,Rodos'un Fethi.,,"Kanuni Sultan Süleyman’ın 1522 yılındaki Rodos Seferi’ni konu edinen eser, müellifin kaleme aldığı Tabakâtü’l-Memâlik ve Derecâtü’l-Mesâlik’in Rodos bölümünün özeti şeklindedir. Celâl-zâde’nin üst düzey devlet adamı olarak sefere iştirak etmesi, ordunun komuta kademesiyle yakın temasının bulunması ve muhtevasının önemli bir kısmının bizzat kendi gözlemlerine dayanması sebebiyle eser, söz konusu sefere dair diğer kaynaklarda rastlanmayan bilgileri ihtiva etmektedir. Celal-zade Salih'in eserinin Kanuni'nin Rodos seferi ile ilgili olan bu kısmı, eserin Mohaç seferi üzerinde duran kısmı gibi teferruatlı değildir. Daha çok bir özet karakteri taşımaktadır. Ayrıca olayların tam manasiyle anlatılmasından çok, tasvirlere, şahsi bir takım görüşlere yer verildiği görülmektedir. Bu bakımdan eserin, edebi bir özellik taşıdığı söylenebilir. Buna rağmen verdiği tarihler, umumiyetle doğrudur.",,
babinger_0524,Mohaçnâme,,record,Bedia Tokatlıoğlu,Mohaçnâme,112,I. Süleyman,Sâlih b. Celâl,1565,,,,,,,Fetihname,,,,,,,,,,,,,,,,,,,1526,Kanuni'nin Ağustos 1526 Mohaç zaferini anlatır.,,"Kanunî Sultan Süleyman’ın Mohaç savaşını anlatan, mensur-manzum eseri. Celâl-zâde Sâlih Çelebi’nin Mohaç-nâme isimli eseri de müstakil olmayıp Kanunî döneminde yapılan Budin, Rodos, Üngürüs gibi savaşları ihtiva eden Târih-i Sultan Süleyman’da zikredilen bölümdür. Savaşın yapılacağı Mohaç’ın Budin ile arasındaki mesafenin kısalığından söz edilen Mohaç-nâme’de Osmanlı ordusu ile düşman ordusu karşılaştırılmakta, çeşitli teşbihlerle ifade edilmektedir. Ayrıca Osmanlı Devleti’nin gücünü bildiren şiir, eserin edebî özelliğini öne çıkarmaktadır. Eser 2008 yılında Seyid Ali Topal tarafından doktora çalışması olarak hazırlanmıştır.",,
babinger_0525,Târîh-i Sultân Süleymân,1528,record,Bedia Tokatlıoğlu,Târîh-i Sultân Süleymân,112-113,I. Süleyman,Sâlih b. Celâl,1565,,935,,1528,,,Tarih,,,,,,,,,,,Leipzig Belediye Kütüphanesi,Nu.278,,51.33420465,12.37474944,Almanya,Leipzig,,926-935,"55 bölüme ayrılan eser, Kanûnî Sultan Süleyman’ın cülûsundan (926) 935 yılına kadar geçen dokuz yıllık dönemdeki olayları ele almaktadır.",,"Celâl-zâde Sâlih Çelebî’nin Kanunî Sultan Süleyman döneminin olayları ve fetihlerini anlatan eseri. Yazar, Kanunî Sultan Süleyman’ın namının ve eserlerinin hafızalardan silinmemesi ve her daim hayırla yad edilmesi için eserini yazdığını kaydetmiştir. Eserde, Kanunî’nin tahta çıktığı ilk yıllarda ortaya çıkan bazı isyanlara yer verilmiştir. Ardından Sultanın Belgrad kuşatması, Rodos fethi, Mohaç muharebesi, Budin fethi, İstanbul’a avdeti aktarılmıştır. Anadolu’da çıkan bir isyanın anlatımı ile de eser tamamlanmıştır. Sâlih Çelebî eserinde Kanunî’nin sefer münasebetiyle geçtiği güzergâhlar üzerinde yaptırdığı imar faaliyetlerinden övgü ve yüceltici sözlerle bahsetmiş, ordu içerisindeki görev dağılımı ve teknik ekip hakkında bilgiler de vermiştir. Celalzâde Salih Çelebi’nin Tarîh-i Sultan Süleyman isimli eseri Cenâb-ı Hakk’a hamd, Hz. Peygambere salâvat ile başlamakta ve dört halifenin isimleri de zikredilmektedir. Kanûnî’nin cülusu, Canberdi Gazâlî İsyanı, Belgrad Seferi, Rodos Seferi, Mısır'da cereyan eden olaylar, Mohaç Seferi ve Anadolu'daki isyanlar anlatıldıktan sonra padişahın Vize taraflarına yaptığı av ile eser sona ermektedir.",,
babinger_0526,Tabakâtü’l-memâlik ve Derecâtü’l-mesâlik,,record,Bedia Tokatlıoğlu,Tabakâtü’l-memâlik ve Derecâtü’l-mesâlik,113-114,I. Süleyman,Mustafâ b. Celâl (Koca Nişâncı),1567,,,,,,,Vekayiname,,,,,,,,,,,Londra,Add. 7855 or. 1590,,51.51953386,-0.1269388205,İngiltere,Londra,,Kanuni'nin cülusundan-963 (1555),"Eser Kanûnî Sultan Süleyman’ın cülûsu ile başlamakta, 962 (1555) yılında Süleymaniye Camii’nin inşası ve müellifin oğlu Mahmud Çelebi’nin bu münasebetle söylediği tarih beytiyle sona ermektedir. Eser otuz tabaka ve üç yüz yetmiş beş derece üzerine tertib olunmuştur.",,"Bu otuz tabakanın yirmi dokuz tabakası saray, hazine, merkez teşkilatı, kapıkulu ocakları, geri hizmette müstahdem askeri ocaklar, donanma, eyaletler ile İstanbul'daki dini, ilmi ve içtimai tesisler ve saireye ait olup otuzuncu tabaka ise Kanuni Sultan Süleyman zamanındaki olaylar ve 1559 da Süleymaniye Camii inşaatının sonuna kadar gelmektedir. Keşfü’ẓ-ẓunûn’da ise Târîh-i Âl-i Osmân diye geçer. Fakat Kâtib Çelebi müellifin eseri Tabakâtü’l-memâlik diye adlandırdığını, baş tarafında otuz tabaka ile 350 dereceyi kapsayan bir fihrist verdiğini ve kitabın Süleymannâme’lerden biri olduğunu belirtir. Tabakâtü’l-memâlik’in günümüze on yedi nüshası ulaşmış olup bunlardan dokuzu Türkiye’de, sekizi yurt dışındaki kütüphanelerde kayıtlıdır.",,
babinger_0527,Tabakâtü’l-memâlik ve Derecâtü’l-mesâlik,,record,Bedia Tokatlıoğlu,Tabakâtü’l-memâlik ve Derecâtü’l-mesâlik,113-114,I. Süleyman,Mustafâ b. Celâl (Koca Nişâncı),1567,,,,,,,Vekayiname,,,,,,,,,,,Viyana Milli Kütüphanesi,Nu 1010,,48.20638245,16.36692749,Avusturya,Viyana,,Kanuni'nin cülusundan-963 (1555),"Eser Kanûnî Sultan Süleyman’ın cülûsu ile başlamakta, 962 (1555) yılında Süleymaniye Camii’nin inşası ve müellifin oğlu Mahmud Çelebi’nin bu münasebetle söylediği tarih beytiyle sona ermektedir. Eser otuz tabaka ve üç yüz yetmiş beş derece üzerine tertib olunmuştur.",Eser tamamlanamamıştır.,"Bu otuz tabakanın yirmi dokuz tabakası saray, hazine, merkez teşkilatı, kapıkulu ocakları, geri hizmette müstahdem askeri ocaklar, donanma, eyaletler ile İstanbul'daki dini, ilmi ve içtimai tesisler ve saireye ait olup otuzuncu tabaka ise Kanuni Sultan Süleyman zamanındaki olaylar ve 1559 da Süleymaniye Camii inşaatının sonuna kadar gelmektedir. Keşfü’ẓ-ẓunûn’da ise Târîh-i Âl-i Osmân diye geçer. Fakat Kâtib Çelebi müellifin eseri Tabakâtü’l-memâlik diye adlandırdığını, baş tarafında otuz tabaka ile 350 dereceyi kapsayan bir fihrist verdiğini ve kitabın Süleymannâme’lerden biri olduğunu belirtir. Tabakâtü’l-memâlik’in günümüze on yedi nüshası ulaşmış olup bunlardan dokuzu Türkiye’de, sekizi yurt dışındaki kütüphanelerde kayıtlıdır.",,
